id,created_at,slug,des,data
5644,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-red-premium-leather-no-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-red-premium-leather-no-piping"",""variantId"":""variant_01GPR3YQVQYST0W94QRQ0DAEGM""}"
5645,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-red-premium-leather-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-red-premium-leather-piping"",""variantId"":""variant_01GPR3YQVR1TX85GXE7HP7RW6T""}"
5646,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-camel-premium-leather-no-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-camel-premium-leather-no-piping"",""variantId"":""variant_01GPR3YQVTAB61W1Z2EDA62CW7""}"
5647,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-camel-premium-leather-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-camel-premium-leather-piping"",""variantId"":""variant_01GPR3YQVVGS2Y1MY3YMQ1WQJJ""}"
5648,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-mocha-premium-leather-no-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-mocha-premium-leather-no-piping"",""variantId"":""variant_01GPR3YQVXZJ2MY5A7NTYW3H03""}"
5649,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-mocha-premium-leather-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-mocha-premium-leather-piping"",""variantId"":""variant_01GPR3YQVY24FXMSVT8T2WPXKY""}"
5650,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-cream-premium-leather-no-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-cream-premium-leather-no-piping"",""variantId"":""variant_01GPR3YQW0B1Q9JZZ0CQNEW0C0""}"
5651,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-cream-premium-leather-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-cream-premium-leather-piping"",""variantId"":""variant_01GPR3YQW11CF7X8NFHJE5MYCD""}"
5652,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-caramel-premium-leather-without-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-caramel-premium-leather-without-piping"",""variantId"":""variant_01GPR3YQW32NAKV1875AAF216P""}"
6441,2023-05-09 10:32:06.549422+00,style-gabriele-and-oscar-buratti-equatore-floor-lamp,,"{""type"":""product"",""handle"":""style-gabriele-and-oscar-buratti-equatore-floor-lamp"",""id"":""prod_01GPR3WMWB325W3817TKEV3VMV""}"
5653,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-white-premium-leather-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-white-premium-leather-piping"",""variantId"":""variant_01GPR3YQW4VYKH84ES3CA82G16""}"
5654,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-white-premium-leather-no-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-white-premium-leather-no-piping"",""variantId"":""variant_01GPR3YQW6WCAH8DFERP8SB3K1""}"
5655,2023-05-09 10:32:06.549422+00,style-the-swan-chair-arne-jacobsen-caramel-premium-leather-with-piping,,"{""type"":""variant"",""product"":""prod_01GPR3YQMSCYEFFCC55PW4NV1X"",""productHandle"":""style-the-swan-chair-arne-jacobsen"",""handle"":""style-the-swan-chair-arne-jacobsen-caramel-premium-leather-with-piping"",""variantId"":""variant_01GPR3YQW7KEY7M66J9Q4NK93C""}"
5656,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair,,"{""type"":""product"",""handle"":""style-eero-aarnio-ball-chair"",""id"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ""}"
5657,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-medium-fibreglass-moroccan-blue,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-medium-fibreglass-moroccan-blue"",""variantId"":""variant_01GPR3YPZC1432NH6KBY77EF5B""}"
5658,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-medium-fibreglass-grey,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-medium-fibreglass-grey"",""variantId"":""variant_01GPR3YPZEYB5QY1R7T6FHACE3""}"
5659,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-medium-fibreglass-deep-red,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-medium-fibreglass-deep-red"",""variantId"":""variant_01GPR3YPZF19VGCD94ZR4AB66C""}"
5660,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-medium-fibreglass-blue,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-medium-fibreglass-blue"",""variantId"":""variant_01GPR3YPZHN0F00SRE3KVEY122""}"
5661,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-medium-fibreglass-dark-green,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-medium-fibreglass-dark-green"",""variantId"":""variant_01GPR3YPZJP0DFPTQW6QF3BH9F""}"
5662,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-medium-fibreglass-deep-purple,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-medium-fibreglass-deep-purple"",""variantId"":""variant_01GPR3YPZMD18VGNQTW5V5QW83""}"
5663,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-large-fibreglass-moroccan-blue,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-large-fibreglass-moroccan-blue"",""variantId"":""variant_01GPR3YPZQQ6DXW4FVG7936Z7R""}"
5664,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-large-fibreglass-grey,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-large-fibreglass-grey"",""variantId"":""variant_01GPR3YPZSDRKZ6N312GYREWT4""}"
5665,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-large-fibreglass-deep-red,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-large-fibreglass-deep-red"",""variantId"":""variant_01GPR3YPZT63JB4PFJY5VTMFXF""}"
5666,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-large-fibreglass-blue,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-large-fibreglass-blue"",""variantId"":""variant_01GPR3YPZWHJ9TX68WZTEMFC9E""}"
5667,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-large-fibreglass-dark-green,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-large-fibreglass-dark-green"",""variantId"":""variant_01GPR3YPZXW02555NE4NF3EBAK""}"
5668,2023-05-09 10:32:06.549422+00,style-eero-aarnio-ball-chair-large-fibreglass-deep-purple,,"{""type"":""variant"",""product"":""prod_01GPR3YPXV5G5BWNA5M9D84HPQ"",""productHandle"":""style-eero-aarnio-ball-chair"",""handle"":""style-eero-aarnio-ball-chair-large-fibreglass-deep-purple"",""variantId"":""variant_01GPR3YPZZTJPPCXTXSJDWT4P5""}"
5669,2023-05-09 10:32:06.549422+00,style-tulip-chair-eero-saarinen,,"{""type"":""product"",""handle"":""style-tulip-chair-eero-saarinen"",""id"":""prod_01GPR3YP3YT7SYEETHV8GQQX87""}"
5670,2023-05-09 10:32:06.549422+00,style-tulip-chair-fibreglass-eero-saarinen-red,,"{""type"":""variant"",""product"":""prod_01GPR3YP3YT7SYEETHV8GQQX87"",""productHandle"":""style-tulip-chair-eero-saarinen"",""handle"":""style-tulip-chair-fibreglass-eero-saarinen-red"",""variantId"":""variant_01GPR3YP52DPENT6QEXVE59DZK""}"
5671,2023-05-09 10:32:06.549422+00,style-tulip-chair-black-white-fibreglass-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YP3YT7SYEETHV8GQQX87"",""productHandle"":""style-tulip-chair-eero-saarinen"",""handle"":""style-tulip-chair-black-white-fibreglass-eero-saarinen"",""variantId"":""variant_01GPR3YP5306R747275X930HZP""}"
5672,2023-05-09 10:32:06.549422+00,style-tulip-chair-fibreglass-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YP3YT7SYEETHV8GQQX87"",""productHandle"":""style-tulip-chair-eero-saarinen"",""handle"":""style-tulip-chair-fibreglass-eero-saarinen"",""variantId"":""variant_01GPR3YP556X49T4PQ2HK0RTVR""}"
5673,2023-05-09 10:32:06.549422+00,style-tulip-chair-fibreglass-eero-saarinen-red-1,,"{""type"":""variant"",""product"":""prod_01GPR3YP3YT7SYEETHV8GQQX87"",""productHandle"":""style-tulip-chair-eero-saarinen"",""handle"":""style-tulip-chair-fibreglass-eero-saarinen-red-1"",""variantId"":""variant_01GPR3YP56AW1ED782NGSG8EF8""}"
5674,2023-05-09 10:32:06.549422+00,style-tulip-chair-blue-white-fibreglass-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YP3YT7SYEETHV8GQQX87"",""productHandle"":""style-tulip-chair-eero-saarinen"",""handle"":""style-tulip-chair-blue-white-fibreglass-eero-saarinen"",""variantId"":""variant_01GPR3YP588V7MWRMVEM333SMY""}"
5675,2023-05-09 10:32:06.549422+00,style-tulip-chair-grey-white-fibreglass-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YP3YT7SYEETHV8GQQX87"",""productHandle"":""style-tulip-chair-eero-saarinen"",""handle"":""style-tulip-chair-grey-white-fibreglass-eero-saarinen"",""variantId"":""variant_01GPR3YP59B7EWQABAJEVMKCXA""}"
5676,2023-05-09 10:32:06.549422+00,style-tulip-chair-green-white-fibreglass-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YP3YT7SYEETHV8GQQX87"",""productHandle"":""style-tulip-chair-eero-saarinen"",""handle"":""style-tulip-chair-green-white-fibreglass-eero-saarinen"",""variantId"":""variant_01GPR3YP5AMS6XHE0G205HXY7E""}"
5677,2023-05-09 10:32:06.549422+00,style-tulip-chair-orange-white-fibreglass-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YP3YT7SYEETHV8GQQX87"",""productHandle"":""style-tulip-chair-eero-saarinen"",""handle"":""style-tulip-chair-orange-white-fibreglass-eero-saarinen"",""variantId"":""variant_01GPR3YP5CKC3Q4JCW5936VQ19""}"
5678,2023-05-09 10:32:06.549422+00,style-tulip-chair-purple-white-fibreglass-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YP3YT7SYEETHV8GQQX87"",""productHandle"":""style-tulip-chair-eero-saarinen"",""handle"":""style-tulip-chair-purple-white-fibreglass-eero-saarinen"",""variantId"":""variant_01GPR3YP5D5J0GTWWSMFQKSN8G""}"
5679,2023-05-09 10:32:06.549422+00,tulip-carver-chair-eero-saarinen,,"{""type"":""product"",""handle"":""tulip-carver-chair-eero-saarinen"",""id"":""prod_01GPR3YNH290F6J94WEKARV5HF""}"
5680,2023-05-09 10:32:06.549422+00,red-tulip-carver-chair-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YNH290F6J94WEKARV5HF"",""productHandle"":""tulip-carver-chair-eero-saarinen"",""handle"":""red-tulip-carver-chair-eero-saarinen"",""variantId"":""variant_01GPR3YNJ8R5QVZF8J9ASX4SFE""}"
5681,2023-05-09 10:32:06.549422+00,tulip-carver-chair-black-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YNH290F6J94WEKARV5HF"",""productHandle"":""tulip-carver-chair-eero-saarinen"",""handle"":""tulip-carver-chair-black-eero-saarinen"",""variantId"":""variant_01GPR3YNJ9E2T8VNEYGH1SYJM5""}"
5682,2023-05-09 10:32:06.549422+00,moroccan-blue-tulip-carver-chair-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YNH290F6J94WEKARV5HF"",""productHandle"":""tulip-carver-chair-eero-saarinen"",""handle"":""moroccan-blue-tulip-carver-chair-eero-saarinen"",""variantId"":""variant_01GPR3YNJBF1WWEMY1JGGVZWQ8""}"
5683,2023-05-09 10:32:06.549422+00,deep-red-tulip-carver-chair-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YNH290F6J94WEKARV5HF"",""productHandle"":""tulip-carver-chair-eero-saarinen"",""handle"":""deep-red-tulip-carver-chair-eero-saarinen"",""variantId"":""variant_01GPR3YNJCQ6FNB7C9K4T67HRP""}"
5684,2023-05-09 10:32:06.549422+00,blue-tulip-carver-chair-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YNH290F6J94WEKARV5HF"",""productHandle"":""tulip-carver-chair-eero-saarinen"",""handle"":""blue-tulip-carver-chair-eero-saarinen"",""variantId"":""variant_01GPR3YNJEJE3NVA6G9EKZKZTJ""}"
5685,2023-05-09 10:32:06.549422+00,grey-tulip-carver-chair-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YNH290F6J94WEKARV5HF"",""productHandle"":""tulip-carver-chair-eero-saarinen"",""handle"":""grey-tulip-carver-chair-eero-saarinen"",""variantId"":""variant_01GPR3YNJF6257657Z17CGWQD9""}"
5686,2023-05-09 10:32:06.549422+00,green-tulip-carver-chair-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YNH290F6J94WEKARV5HF"",""productHandle"":""tulip-carver-chair-eero-saarinen"",""handle"":""green-tulip-carver-chair-eero-saarinen"",""variantId"":""variant_01GPR3YNJH7K1YWD6YZNP6KSA1""}"
5687,2023-05-09 10:32:06.549422+00,orange-tulip-carver-chair-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YNH290F6J94WEKARV5HF"",""productHandle"":""tulip-carver-chair-eero-saarinen"",""handle"":""orange-tulip-carver-chair-eero-saarinen"",""variantId"":""variant_01GPR3YNJJP0JCX05BVDE1STVQ""}"
5688,2023-05-09 10:32:06.549422+00,purple-tulip-carver-chair-eero-saarinen,,"{""type"":""variant"",""product"":""prod_01GPR3YNH290F6J94WEKARV5HF"",""productHandle"":""tulip-carver-chair-eero-saarinen"",""handle"":""purple-tulip-carver-chair-eero-saarinen"",""variantId"":""variant_01GPR3YNJMYKH2HESRT478D062""}"
5689,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-table-lamp,,"{""type"":""product"",""handle"":""style-arne-jacobsen-aj-style-table-lamp"",""id"":""prod_01GPR3YMXEA7T0B9Q5R98WCFXC""}"
5690,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-table-lamp-white,,"{""type"":""variant"",""product"":""prod_01GPR3YMXEA7T0B9Q5R98WCFXC"",""productHandle"":""style-arne-jacobsen-aj-style-table-lamp"",""handle"":""style-arne-jacobsen-aj-style-table-lamp-white"",""variantId"":""variant_01GPR3YMYAMNFXWMC6XF4HSA33""}"
5691,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-table-lamp-black,,"{""type"":""variant"",""product"":""prod_01GPR3YMXEA7T0B9Q5R98WCFXC"",""productHandle"":""style-arne-jacobsen-aj-style-table-lamp"",""handle"":""style-arne-jacobsen-aj-style-table-lamp-black"",""variantId"":""variant_01GPR3YMYB32HZ2Z9825NC5CE2""}"
5692,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-table-lamp-red,,"{""type"":""variant"",""product"":""prod_01GPR3YMXEA7T0B9Q5R98WCFXC"",""productHandle"":""style-arne-jacobsen-aj-style-table-lamp"",""handle"":""style-arne-jacobsen-aj-style-table-lamp-red"",""variantId"":""variant_01GPR3YMYDWZSZ09XW1E2C0KXJ""}"
5693,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-table-lamp-charcoal-grey,,"{""type"":""variant"",""product"":""prod_01GPR3YMXEA7T0B9Q5R98WCFXC"",""productHandle"":""style-arne-jacobsen-aj-style-table-lamp"",""handle"":""style-arne-jacobsen-aj-style-table-lamp-charcoal-grey"",""variantId"":""variant_01GPR3YMYE2D8XH9J2E08JGBBX""}"
5694,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-table-lamp-light-green,,"{""type"":""variant"",""product"":""prod_01GPR3YMXEA7T0B9Q5R98WCFXC"",""productHandle"":""style-arne-jacobsen-aj-style-table-lamp"",""handle"":""style-arne-jacobsen-aj-style-table-lamp-light-green"",""variantId"":""variant_01GPR3YMYGJRQVRET7SZVA1PC5""}"
5695,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-table-lamp-blue,,"{""type"":""variant"",""product"":""prod_01GPR3YMXEA7T0B9Q5R98WCFXC"",""productHandle"":""style-arne-jacobsen-aj-style-table-lamp"",""handle"":""style-arne-jacobsen-aj-style-table-lamp-blue"",""variantId"":""variant_01GPR3YMYHJMEZTS201JSX8AN3""}"
5696,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-table-lamp-dark-blue,,"{""type"":""variant"",""product"":""prod_01GPR3YMXEA7T0B9Q5R98WCFXC"",""productHandle"":""style-arne-jacobsen-aj-style-table-lamp"",""handle"":""style-arne-jacobsen-aj-style-table-lamp-dark-blue"",""variantId"":""variant_01GPR3YMYK8B6NAVGE7EDX9S5R""}"
5697,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-wall-lamp,,"{""type"":""product"",""handle"":""style-arne-jacobsen-aj-style-wall-lamp"",""id"":""prod_01GPR3YMAMYNF3FTYJQKPGJGZA""}"
5698,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-wall-lamp-black,,"{""type"":""variant"",""product"":""prod_01GPR3YMAMYNF3FTYJQKPGJGZA"",""productHandle"":""style-arne-jacobsen-aj-style-wall-lamp"",""handle"":""style-arne-jacobsen-aj-style-wall-lamp-black"",""variantId"":""variant_01GPR3YMBM3444WQ68ZWWNTZ33""}"
5699,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-wall-lamp-white,,"{""type"":""variant"",""product"":""prod_01GPR3YMAMYNF3FTYJQKPGJGZA"",""productHandle"":""style-arne-jacobsen-aj-style-wall-lamp"",""handle"":""style-arne-jacobsen-aj-style-wall-lamp-white"",""variantId"":""variant_01GPR3YMBN0WX5B9AJQR1S9CVC""}"
5700,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-wall-lamp-red,,"{""type"":""variant"",""product"":""prod_01GPR3YMAMYNF3FTYJQKPGJGZA"",""productHandle"":""style-arne-jacobsen-aj-style-wall-lamp"",""handle"":""style-arne-jacobsen-aj-style-wall-lamp-red"",""variantId"":""variant_01GPR3YMBPG5X3463DAMYZPRE8""}"
5701,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-wall-lamp-charcoal-grey,,"{""type"":""variant"",""product"":""prod_01GPR3YMAMYNF3FTYJQKPGJGZA"",""productHandle"":""style-arne-jacobsen-aj-style-wall-lamp"",""handle"":""style-arne-jacobsen-aj-style-wall-lamp-charcoal-grey"",""variantId"":""variant_01GPR3YMBRQ13ZXHBJDT2GDK27""}"
5702,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-wall-lamp-light-green,,"{""type"":""variant"",""product"":""prod_01GPR3YMAMYNF3FTYJQKPGJGZA"",""productHandle"":""style-arne-jacobsen-aj-style-wall-lamp"",""handle"":""style-arne-jacobsen-aj-style-wall-lamp-light-green"",""variantId"":""variant_01GPR3YMBS27XR2SBAV2ZRMKFJ""}"
5703,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-wall-lamp-aqua-blue,,"{""type"":""variant"",""product"":""prod_01GPR3YMAMYNF3FTYJQKPGJGZA"",""productHandle"":""style-arne-jacobsen-aj-style-wall-lamp"",""handle"":""style-arne-jacobsen-aj-style-wall-lamp-aqua-blue"",""variantId"":""variant_01GPR3YMBV05T7MGE75T86E6NQ""}"
5884,2023-05-09 10:32:06.549422+00,flow-armchair-red,,"{""type"":""variant"",""product"":""prod_01GPR3Y6A684KH3H4R2AAT2JZJ"",""productHandle"":""flow-armchair"",""handle"":""flow-armchair-red"",""variantId"":""variant_01GPR3Y6BAG73QTVMX6JS3T43W""}"
5704,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-wall-lamp-cream,,"{""type"":""variant"",""product"":""prod_01GPR3YMAMYNF3FTYJQKPGJGZA"",""productHandle"":""style-arne-jacobsen-aj-style-wall-lamp"",""handle"":""style-arne-jacobsen-aj-style-wall-lamp-cream"",""variantId"":""variant_01GPR3YMBW1YK3JZ4M84P8Q8ES""}"
5705,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-wall-lamp-dark-blue,,"{""type"":""variant"",""product"":""prod_01GPR3YMAMYNF3FTYJQKPGJGZA"",""productHandle"":""style-arne-jacobsen-aj-style-wall-lamp"",""handle"":""style-arne-jacobsen-aj-style-wall-lamp-dark-blue"",""variantId"":""variant_01GPR3YMBY67H5J0RVWRSTQW3X""}"
5706,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-floor-lamp,,"{""type"":""product"",""handle"":""style-arne-jacobsen-aj-style-floor-lamp"",""id"":""prod_01GPR3YKRESSRJ7PX19537B101""}"
5707,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-floor-lamp-white,,"{""type"":""variant"",""product"":""prod_01GPR3YKRESSRJ7PX19537B101"",""productHandle"":""style-arne-jacobsen-aj-style-floor-lamp"",""handle"":""style-arne-jacobsen-aj-style-floor-lamp-white"",""variantId"":""variant_01GPR3YKSETCV2FTNGF0J7AP09""}"
5708,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-floor-lamp-black,,"{""type"":""variant"",""product"":""prod_01GPR3YKRESSRJ7PX19537B101"",""productHandle"":""style-arne-jacobsen-aj-style-floor-lamp"",""handle"":""style-arne-jacobsen-aj-style-floor-lamp-black"",""variantId"":""variant_01GPR3YKSGAH1ENKDTNNDD41FP""}"
5709,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-floor-lamp-red,,"{""type"":""variant"",""product"":""prod_01GPR3YKRESSRJ7PX19537B101"",""productHandle"":""style-arne-jacobsen-aj-style-floor-lamp"",""handle"":""style-arne-jacobsen-aj-style-floor-lamp-red"",""variantId"":""variant_01GPR3YKSHGNE9GGMN6EK8THW8""}"
5710,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-floor-lamp-charcoal-grey,,"{""type"":""variant"",""product"":""prod_01GPR3YKRESSRJ7PX19537B101"",""productHandle"":""style-arne-jacobsen-aj-style-floor-lamp"",""handle"":""style-arne-jacobsen-aj-style-floor-lamp-charcoal-grey"",""variantId"":""variant_01GPR3YKSJS4B16N3P1BQN6NN6""}"
5711,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-floor-lamp-light-green,,"{""type"":""variant"",""product"":""prod_01GPR3YKRESSRJ7PX19537B101"",""productHandle"":""style-arne-jacobsen-aj-style-floor-lamp"",""handle"":""style-arne-jacobsen-aj-style-floor-lamp-light-green"",""variantId"":""variant_01GPR3YKSMECGGDBNRYGXSZM1A""}"
5712,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-floor-lamp-blue,,"{""type"":""variant"",""product"":""prod_01GPR3YKRESSRJ7PX19537B101"",""productHandle"":""style-arne-jacobsen-aj-style-floor-lamp"",""handle"":""style-arne-jacobsen-aj-style-floor-lamp-blue"",""variantId"":""variant_01GPR3YKSPEG83NRRD4JJAHVQR""}"
5713,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-floor-lamp-cream,,"{""type"":""variant"",""product"":""prod_01GPR3YKRESSRJ7PX19537B101"",""productHandle"":""style-arne-jacobsen-aj-style-floor-lamp"",""handle"":""style-arne-jacobsen-aj-style-floor-lamp-cream"",""variantId"":""variant_01GPR3YKSQR6MG2MBC81KX6W1V""}"
5714,2023-05-09 10:32:06.549422+00,style-arne-jacobsen-aj-style-floor-lamp-dark-blue,,"{""type"":""variant"",""product"":""prod_01GPR3YKRESSRJ7PX19537B101"",""productHandle"":""style-arne-jacobsen-aj-style-floor-lamp"",""handle"":""style-arne-jacobsen-aj-style-floor-lamp-dark-blue"",""variantId"":""variant_01GPR3YKSRRQSR7H3VG1MDHX00""}"
5715,2023-05-09 10:32:06.549422+00,style-ph-3-2-table-lamp-poul-henningsen,,"{""type"":""product"",""handle"":""style-ph-3-2-table-lamp-poul-henningsen"",""id"":""prod_01GPR3YKD0ZNARHNTVSPNQ1KBE""}"
5716,2023-05-09 10:32:06.549422+00,black-style-ph-3-2-table-lamp-poul-henningsen,,"{""type"":""variant"",""product"":""prod_01GPR3YKD0ZNARHNTVSPNQ1KBE"",""productHandle"":""style-ph-3-2-table-lamp-poul-henningsen"",""handle"":""black-style-ph-3-2-table-lamp-poul-henningsen"",""variantId"":""variant_01GPR3YKDJ1C8V93ZVBVXBQVS5""}"
